family,family_size,action,old_finish,old_handle,new_finish,new_handle
TPK:TK503,6,kept,Polished Nickel,mercer-europa-tab-pull-6-tk503pn-polished-nickel,Polished Nickel,mercer-europa-tab-pull-6-tk503pn-polished-nickel
TPK:TK52,8,RETAG,Brushed Satin Nickel,sanctuary-thumb-knob-3-4-tk52bsn-brushed-satin-nickel,Oil Rubbed Bronze,sanctuary-thumb-knob-3-4-tk52orb-oil-rubbed-bronze
TPK:TK520,4,RETAG,Brushed Satin Nickel,mercer-europa-cut-out-tab-pull-3-3-4-cc-tk520bsn-brushed-satin-nickel,Polished Chrome,mercer-europa-cut-out-tab-pull-3-3-4-cc-tk520pc-polished-chrome
TPK:TK521,4,RETAG,Brushed Satin Nickel,mercer-europa-cut-out-tab-pull-5-cc-tk521bsn-brushed-satin-nickel,Polished Nickel,mercer-europa-cut-out-tab-pull-5-cc-tk521pn-polished-nickel
TPK:TK522,4,RETAG,Polished Chrome,mercer-europa-cut-out-tab-pull-6-cc-tk522pc-polished-chrome,Brushed Satin Nickel,mercer-europa-cut-out-tab-pull-6-cc-tk522bsn-brushed-satin-nickel
TPK:TK53,8,kept,Oil Rubbed Bronze,sanctuary-half-circle-open-pull-3-1-2-cc-tk53orb-oil-rubbed-bronze,Oil Rubbed Bronze,sanctuary-half-circle-open-pull-3-1-2-cc-tk53orb-oil-rubbed-bronze
TPK:TK54,8,kept,Oil Rubbed Bronze,sanctuary-half-circle-backplate-3-1-2-cc-tk54orb-oil-rubbed-bronze,Oil Rubbed Bronze,sanctuary-half-circle-backplate-3-1-2-cc-tk54orb-oil-rubbed-bronze
TPK:TK543,8,RETAG,Polished Nickel,mercer-holland-pull-3-3-4-cc-tk543pn-polished-nickel,Honey Bronze,top-knobs-tk543hb-mercer-holland-pull-3-3
TPK:TK544,8,RETAG,Polished Nickel,mercer-holland-pull-5-1-16-cc-tk544pn-polished-nickel,Honey Bronze,top-knobs-tk544hb-mercer-holland-pull-5-1
TPK:TK545,8,RETAG,Honey Bronze,top-knobs-tk545hb-mercer-holland-pull-6-5,Polished Chrome,mercer-holland-pull-6-5-16-cc-tk545pc-polished-chrome
TPK:TK546,8,RETAG,Brushed Satin Nickel,mercer-holland-pull-9-cc-tk546bsn-brushed-satin-nickel,Polished Nickel,mercer-holland-pull-9-cc-tk546pn-polished-nickel
TPK:TK547,8,RETAG,Brushed Satin Nickel,mercer-holland-pull-12-cc-tk547bsn-brushed-satin-nickel,Honey Bronze,top-knobs-tk547hb-mercer-holland-pull-12-honey-bronze
TPK:TK548,8,RETAG,Polished Chrome,mercer-holland-appliance-pull-12-cc-tk548pc-polished-chrome,Brushed Satin Nickel,mercer-holland-appliance-pull-12-cc-tk548bsn-brushed-satin-nickel
TPK:TK55,8,kept,Oil Rubbed Bronze,sanctuary-flat-rail-pull-3-1-2-cc-tk55orb-oil-rubbed-bronze,Oil Rubbed Bronze,sanctuary-flat-rail-pull-3-1-2-cc-tk55orb-oil-rubbed-bronze
TPK:TK550,8,RETAG,Polished Nickel,mercer-glacier-knob-3-4-tk550pn-polished-nickel,Polished Chrome,mercer-glacier-knob-3-4-tk550pc-polished-chrome
TPK:TK551,8,kept,Polished Nickel,mercer-glacier-knob-1-1-2-tk551pn-polished-nickel,Polished Nickel,mercer-glacier-knob-1-1-2-tk551pn-polished-nickel
TPK:TK552,8,RETAG,Polished Nickel,mercer-glacier-pull-2-cc-tk552pn-polished-nickel,Honey Bronze,top-knobs-tk552hb-mercer-glacier-pull-2-inch-honey-bronze
TPK:TK553,8,RETAG,Honey Bronze,top-knobs-tk553hb-mercer-glacier-pull-3-inch-honey-bronze,Brushed Satin Nickel,mercer-glacier-pull-3-cc-tk553bsn-brushed-satin-nickel
TPK:TK554,8,RETAG,Brushed Satin Nickel,mercer-glacier-pull-5-cc-tk554bsn-brushed-satin-nickel,Polished Chrome,mercer-glacier-pull-5-cc-tk554pc-polished-chrome
TPK:TK555,8,RETAG,Brushed Satin Nickel,mercer-glacier-pull-6-cc-tk555bsn-brushed-satin-nickel,Polished Nickel,mercer-glacier-pull-6-cc-tk555pn-polished-nickel
TPK:TK556,8,RETAG,Polished Chrome,mercer-glacier-pull-8-cc-tk556pc-polished-chrome,Honey Bronze,top-knobs-tk556hb-mercer-glacier-pull-8-inch-honey-bronze
TPK:TK557,8,RETAG,Polished Nickel,mercer-glacier-pull-9-7-8-cc-tk557pn-polished-nickel,Brushed Satin Nickel,mercer-glacier-pull-9-7-8-cc-tk557bsn-brushed-satin-nickel
TPK:TK56,8,kept,Oil Rubbed Bronze,sanctuary-flat-rail-pull-5-cc-tk56orb-oil-rubbed-bronze,Oil Rubbed Bronze,sanctuary-flat-rail-pull-5-cc-tk56orb-oil-rubbed-bronze
TPK:TK560,8,RETAG,Polished Nickel,mercer-quilted-knob-1-1-4-tk560pn-polished-nickel,Polished Chrome,mercer-quilted-knob-1-1-4-tk560pc-polished-chrome
TPK:TK561,8,kept,Polished Nickel,mercer-quilted-pull-3-3-4-cc-tk561pn-polished-nickel,Polished Nickel,mercer-quilted-pull-3-3-4-cc-tk561pn-polished-nickel
TPK:TK562,8,kept,Honey Bronze,top-knobs-tk562hb-mercer-quilted-pull-5-1,Honey Bronze,top-knobs-tk562hb-mercer-quilted-pull-5-1
TPK:TK563,8,kept,Brushed Satin Nickel,mercer-quilted-pull-6-5-16-cc-tk563bsn-brushed-satin-nickel,Brushed Satin Nickel,mercer-quilted-pull-6-5-16-cc-tk563bsn-brushed-satin-nickel
TPK:TK57,8,RETAG,Brushed Satin Nickel,sanctuary-oval-knob-small-1-tk57bsn-brushed-satin-nickel,Oil Rubbed Bronze,sanctuary-oval-knob-small-1-tk57orb-oil-rubbed-bronze
TPK:TK58,8,RETAG,Polished Chrome,sanctuary-oval-backplate-small-1-1-4-tk58pc-polished-chrome,Oil Rubbed Bronze,sanctuary-oval-backplate-small-1-1-4-tk58orb-oil-rubbed-bronze
TPK:TK59,8,kept,Oil Rubbed Bronze,sanctuary-oval-knob-medium-1-1-8-tk59orb-oil-rubbed-bronze,Oil Rubbed Bronze,sanctuary-oval-knob-medium-1-1-8-tk59orb-oil-rubbed-bronze
TPK:TK590,8,RETAG,Polished Nickel,mercer-oculus-round-knob-small-7-8-tk590pn-polished-nickel,Polished Chrome,mercer-oculus-round-knob-small-7-8-tk590pc-polished-chrome
TPK:TK591,8,kept,Polished Nickel,mercer-oculus-round-knob-medium-1-1-8-tk591pn-polished-nickel,Polished Nickel,mercer-oculus-round-knob-medium-1-1-8-tk591pn-polished-nickel
TPK:TK592,8,RETAG,Polished Nickel,mercer-oculus-round-knob-large-1-5-16-tk592pn-polished-nickel,Honey Bronze,top-knobs-tk592hb-mercer-oculus-knob-1-5
TPK:TK593,8,RETAG,Honey Bronze,top-knobs-tk593hb-mercer-oculus-oval-pull-3-3,Brushed Satin Nickel,mercer-oculus-oval-pull-3-3-4-cc-tk593bsn-brushed-satin-nickel
TPK:TK594,8,RETAG,Brushed Satin Nickel,mercer-oculus-oval-pull-5-1-16-cc-tk594bsn-brushed-satin-nickel,Polished Chrome,mercer-oculus-oval-pull-5-1-16-cc-tk594pc-polished-chrome
TPK:TK595,8,RETAG,Brushed Satin Nickel,mercer-oculus-oval-pull-6-5-16-cc-tk595bsn-brushed-satin-nickel,Polished Nickel,mercer-oculus-oval-pull-6-5-16-cc-tk595pn-polished-nickel
TPK:TK6,8,RETAG,Polished Chrome,sanctuary-arched-pull-12-cc-tk6pc-polished-chrome,Oil Rubbed Bronze,sanctuary-arched-pull-12-cc-tk6orb-oil-rubbed-bronze
TPK:TK60,8,kept,Oil Rubbed Bronze,sanctuary-oval-backplate-medium-1-1-2-tk60orb-oil-rubbed-bronze,Oil Rubbed Bronze,sanctuary-oval-backplate-medium-1-1-2-tk60orb-oil-rubbed-bronze
TPK:TK61,8,kept,Oil Rubbed Bronze,sanctuary-oval-knob-large-1-3-8-tk61orb-oil-rubbed-bronze,Oil Rubbed Bronze,sanctuary-oval-knob-large-1-3-8-tk61orb-oil-rubbed-bronze
TPK:TK615,6,RETAG,Polished Nickel,mercer-tango-finger-pull-small-1-1-8-tk615pn-polished-nickel,Brushed Satin Nickel,mercer-tango-finger-pull-small-1-1-8-tk615bsn-brushed-satin-nickel
TPK:TK616,6,RETAG,Polished Nickel,mercer-tango-finger-pull-large-1-1-2-tk616pn-polished-nickel,Polished Chrome,mercer-tango-finger-pull-large-1-1-2-tk616pc-polished-chrome
TPK:TK617,6,RETAG,Brushed Satin Nickel,mercer-tango-u-finger-pull-2-tk617bsn-brushed-satin-nickel,Polished Nickel,mercer-tango-u-finger-pull-2-tk617pn-polished-nickel
TPK:TK618,6,kept,Brushed Satin Nickel,mercer-tango-cut-out-pull-3-3-4-cc-tk618bsn-brushed-satin-nickel,Brushed Satin Nickel,mercer-tango-cut-out-pull-3-3-4-cc-tk618bsn-brushed-satin-nickel
TPK:TK619,6,RETAG,Brushed Satin Nickel,mercer-tango-cut-out-pull-5-1-16-cc-tk619bsn-brushed-satin-nickel,Polished Chrome,mercer-tango-cut-out-pull-5-1-16-cc-tk619pc-polished-chrome
TPK:TK62,8,RETAG,Polished Chrome,sanctuary-oval-backplate-large-1-3-4-tk62pc-polished-chrome,Oil Rubbed Bronze,sanctuary-oval-backplate-large-1-3-4-tk62orb-oil-rubbed-bronze
TPK:TK620,6,kept,Polished Nickel,mercer-tango-cut-out-pull-6-5-16-cc-tk620pn-polished-nickel,Polished Nickel,mercer-tango-cut-out-pull-6-5-16-cc-tk620pn-polished-nickel
TPK:TK621,6,RETAG,Polished Nickel,mercer-tango-cut-out-pull-7-1-2-cc-tk621pn-polished-nickel,Brushed Satin Nickel,mercer-tango-cut-out-pull-7-1-2-cc-tk621bsn-brushed-satin-nickel
TPK:TK63,5,RETAG,Polished Nickel,sanctuary-oval-thin-pull-3-3-4-cc-tk63pn-polished-nickel,Polished Chrome,sanctuary-oval-thin-pull-3-3-4-cc-tk63pc-polished-chrome
TPK:TK64,6,RETAG,Polished Nickel,sanctuary-oval-thin-pull-5-cc-tk64pn-polished-nickel,Oil Rubbed Bronze,sanctuary-oval-thin-pull-5-cc-tk64orb-oil-rubbed-bronze
TPK:TK65,8,RETAG,Brushed Satin Nickel,sanctuary-oval-thin-pull-7-cc-tk65bsn-brushed-satin-nickel,Oil Rubbed Bronze,sanctuary-oval-thin-pull-7-cc-tk65orb-oil-rubbed-bronze
TPK:TK66,5,RETAG,Polished Chrome,sanctuary-oval-thin-pull-12-cc-tk66pc-polished-chrome,Polished Nickel,sanctuary-oval-thin-pull-12-cc-tk66pn-polished-nickel
TPK:TK67,4,kept,Brushed Satin Nickel,oval-appliance-pull-12-cc-tk67bsn-brushed-satin-nickel,Brushed Satin Nickel,oval-appliance-pull-12-cc-tk67bsn-brushed-satin-nickel
TPK:TK670,5,kept,Polished Chrome,transcend-podium-knob-1-tk670pc-polished-chrome,Polished Chrome,transcend-podium-knob-1-tk670pc-polished-chrome
TPK:TK671,5,kept,Polished Nickel,transcend-podium-knob-1-1-8-tk671pn-polished-nickel,Polished Nickel,transcend-podium-knob-1-1-8-tk671pn-polished-nickel
TPK:TK672,5,RETAG,Polished Nickel,transcend-podium-pull-3-3-4-cc-tk672pn-polished-nickel,Brushed Satin Nickel,transcend-podium-pull-3-3-4-cc-tk672bsn-brushed-satin-nickel
TPK:TK673,5,RETAG,Polished Nickel,transcend-podium-pull-5-1-16-cc-tk673pn-polished-nickel,Polished Chrome,transcend-podium-pull-5-1-16-cc-tk673pc-polished-chrome
TPK:TK674,5,kept,Polished Nickel,transcend-podium-pull-6-5-16-cc-tk674pn-polished-nickel,Polished Nickel,transcend-podium-pull-6-5-16-cc-tk674pn-polished-nickel
TPK:TK675,5,kept,Brushed Satin Nickel,transcend-podium-pull-9-cc-tk675bsn-brushed-satin-nickel,Brushed Satin Nickel,transcend-podium-pull-9-cc-tk675bsn-brushed-satin-nickel
TPK:TK676,5,RETAG,Brushed Satin Nickel,transcend-podium-pull-12-cc-tk676bsn-brushed-satin-nickel,Polished Chrome,transcend-podium-pull-12-cc-tk676pc-polished-chrome
TPK:TK677,5,RETAG,Brushed Satin Nickel,transcend-podium-appliance-pull-12-cc-tk677bsn-brushed-satin-nickel,Polished Nickel,transcend-podium-appliance-pull-12-cc-tk677pn-polished-nickel
TPK:TK678,5,RETAG,Polished Chrome,transcend-podium-appliance-pull-18-cc-tk678pc-polished-chrome,Brushed Satin Nickel,transcend-podium-appliance-pull-18-cc-tk678bsn-brushed-satin-nickel
TPK:TK690,8,RETAG,Polished Nickel,top-knobs-tk690pn-allington-knob-1-inch-in-polished-nickel,Honey Bronze,top-knobs-tk690hb-allington-knob-1-inch-in-honey-bronze
TPK:TK691,8,RETAG,Polished Nickel,top-knobs-tk691pn-allington-knob-1-1,Honey Bronze,top-knobs-tk691hb-allington-knob-1-1
TPK:TK692,8,RETAG,Polished Nickel,top-knobs-tk692pn-allington-pull-3-3,Honey Bronze,top-knobs-tk692hb-allington-pull-3-3
TPK:TK693,8,RETAG,Polished Nickel,top-knobs-tk693pn-allington-pull-5-1,Honey Bronze,top-knobs-tk693hb-allington-pull-5-1
TPK:TK694,8,kept,Honey Bronze,top-knobs-tk694hb-allington-pull-6-5,Honey Bronze,top-knobs-tk694hb-allington-pull-6-5
TPK:TK7,8,RETAG,Brushed Satin Nickel,arched-appliance-pull-12-cc-tk7bsn-brushed-satin-nickel,Oil Rubbed Bronze,arched-appliance-pull-12-cc-tk7orb-oil-rubbed-bronze
TPK:TK700,8,RETAG,Brushed Satin Nickel,transcend-ascendra-knob-1-tk700bsn-brushed-satin-nickel,Honey Bronze,top-knobs-tk700hb-transcend-ascendra-knob-1-inch-honey-bronze
TPK:TK701,8,RETAG,Polished Chrome,transcend-ascendra-knob-1-1-8-tk701pc-polished-chrome,Honey Bronze,top-knobs-tk701hb-transcend-ascendra-knob-1-1
TPK:TK702,8,RETAG,Polished Nickel,transcend-ascendra-knob-1-1-4-tk702pn-polished-nickel,Polished Chrome,transcend-ascendra-knob-1-1-4-tk702pc-polished-chrome
TPK:TK703,8,kept,Polished Nickel,transcend-ascendra-pull-3-3-4-cc-tk703pn-polished-nickel,Polished Nickel,transcend-ascendra-pull-3-3-4-cc-tk703pn-polished-nickel
TPK:TK704,8,RETAG,Polished Nickel,transcend-ascendra-pull-5-1-16-cc-tk704pn-polished-nickel,Honey Bronze,top-knobs-tk704hb-transcend-ascendra-pull-5-1
TPK:TK705,8,RETAG,Polished Nickel,transcend-ascendra-pull-6-5-16-cc-tk705pn-polished-nickel,Brushed Satin Nickel,transcend-ascendra-pull-6-5-16-cc-tk705bsn-brushed-satin-nickel
TPK:TK706,8,RETAG,Honey Bronze,top-knobs-tk706hb-transcend-ascendra-pull-9-honey-bronze,Polished Chrome,transcend-ascendra-pull-9-cc-tk706pc-polished-chrome
TPK:TK708,8,RETAG,Brushed Satin Nickel,transcend-ascendra-pull-12-cc-tk708bsn-brushed-satin-nickel,Polished Nickel,transcend-ascendra-pull-12-cc-tk708pn-polished-nickel
TPK:TK709,8,RETAG,Brushed Satin Nickel,transcend-ascendra-appliance-pull-12-cc-tk709bsn-brushed-satin-nickel,Honey Bronze,top-knobs-tk709hb-ascendra-appliance-pull-12-inch-c-c
TPK:TK710,8,RETAG,Polished Chrome,top-knobs-tk710pc-transcend-ascendra-appliance-pull-18-polished-chrome,Brushed Satin Nickel,top-knobs-tk710bsn-transcend-ascendra-appliance-pull-18-brushed-satin-nickel
TPK:TK711,5,RETAG,Polished Nickel,transcend-spectrum-knob-1-tk711pn-polished-nickel,Polished Chrome,transcend-spectrum-knob-1-tk711pc-polished-chrome
TPK:TK712,5,kept,Polished Nickel,transcend-spectrum-knob-1-1-8-tk712pn-polished-nickel,Polished Nickel,transcend-spectrum-knob-1-1-8-tk712pn-polished-nickel
TPK:TK713,5,RETAG,Polished Nickel,transcend-spectrum-knob-1-1-4-tk713pn-polished-nickel,Brushed Satin Nickel,transcend-spectrum-knob-1-1-4-tk713bsn-brushed-satin-nickel
TPK:TK714,5,RETAG,Polished Nickel,transcend-spectrum-pull-3-3-4-cc-tk714pn-polished-nickel,Polished Chrome,transcend-spectrum-pull-3-3-4-cc-tk714pc-polished-chrome
TPK:TK715,5,RETAG,Brushed Satin Nickel,transcend-spectrum-pull-5-1-16-cc-tk715bsn-brushed-satin-nickel,Polished Nickel,transcend-spectrum-pull-5-1-16-cc-tk715pn-polished-nickel
TPK:TK716,5,kept,Brushed Satin Nickel,transcend-spectrum-pull-6-5-16-cc-tk716bsn-brushed-satin-nickel,Brushed Satin Nickel,transcend-spectrum-pull-6-5-16-cc-tk716bsn-brushed-satin-nickel
TPK:TK719,5,RETAG,Brushed Satin Nickel,transcend-spectrum-appliance-pull-12-cc-tk719bsn-brushed-satin-nickel,Polished Chrome,transcend-spectrum-appliance-pull-12-cc-tk719pc-polished-chrome
TPK:TK721,7,RETAG,Polished Chrome,transcend-contour-knob-1-1-8-tk721pc-polished-chrome,Honey Bronze,top-knobs-tk721hb-transcend-contour-knob-1-1
TPK:TK722,8,RETAG,Polished Nickel,transcend-contour-pull-3-3-4-cc-tk722pn-polished-nickel,Honey Bronze,top-knobs-tk722hb-transcend-contour-pull-3-3
TPK:TK723,8,kept,Polished Nickel,transcend-contour-pull-5-1-16-cc-tk723pn-polished-nickel,Polished Nickel,transcend-contour-pull-5-1-16-cc-tk723pn-polished-nickel
TPK:TK724,8,RETAG,Polished Nickel,transcend-contour-pull-6-5-16-cc-tk724pn-polished-nickel,Honey Bronze,top-knobs-tk724hb-transcend-contour-pull-6-5
TPK:TK726,8,RETAG,Polished Nickel,transcend-contour-pull-12-cc-tk726pn-polished-nickel,Brushed Satin Nickel,transcend-contour-pull-12-cc-tk726bsn-brushed-satin-nickel
TPK:TK727,8,RETAG,Honey Bronze,top-knobs-tk727hb-transcend-contour-appliance-pull-8-inch-honey-bronze,Polished Chrome,transcend-contour-appliance-pull-8-cc-tk727pc-polished-chrome
TPK:TK728,8,RETAG,Brushed Satin Nickel,transcend-contour-appliance-pull-12-cc-tk728bsn-brushed-satin-nickel,Polished Nickel,transcend-contour-appliance-pull-12-cc-tk728pn-polished-nickel
TPK:TK729,7,RETAG,Brushed Satin Nickel,transcend-cabinet-latch-1-15-16-tk729bsn-brushed-satin-nickel,Honey Bronze,top-knobs-tk729hb-transcend-cabinet-latch-1-15
TPK:TK73,4,RETAG,Polished Chrome,sanctuary-oval-slot-knob-small-3-4-cc-tk73pc-polished-chrome,Oil Rubbed Bronze,sanctuary-oval-slot-knob-small-3-4-cc-tk73orb-oil-rubbed-bronze
TPK:TK735,3,RETAG,Polished Nickel,barrington-wentworth-crystal-round-knob-13-16-tk735pn-polished-nickel-base,Brushed Satin Nickel,barrington-wentworth-crystal-round-knob-13-16-tk735bsn-brushed-satin-nickel-base
TPK:TK736,3,RETAG,Polished Nickel,barrington-wentworth-crystal-round-knob-1-1-8-tk736pn-polished-nickel-base,Polished Chrome,barrington-wentworth-crystal-round-knob-1-1-8-tk736pc-polished-chrome-base
TPK:TK74,4,RETAG,Brushed Satin Nickel,sanctuary-oval-slot-knob-medium-1-1-2-cc-tk74bsn-brushed-satin-nickel,Oil Rubbed Bronze,sanctuary-oval-slot-knob-medium-1-1-2-cc-tk74orb-oil-rubbed-bronze
TPK:TK740,8,kept,Polished Nickel,barrington-channing-knob-1-1-16-tk740pn-polished-nickel,Polished Nickel,barrington-channing-knob-1-1-16-tk740pn-polished-nickel
TPK:TK741,8,kept,Honey Bronze,top-knobs-tk741hb-barrington-channing-backplate-3-honey-bronze,Honey Bronze,top-knobs-tk741hb-barrington-channing-backplate-3-honey-bronze
TPK:TK742,8,kept,Brushed Satin Nickel,barrington-channing-pull-3-cc-tk742bsn-brushed-satin-nickel,Brushed Satin Nickel,barrington-channing-pull-3-cc-tk742bsn-brushed-satin-nickel
TPK:TK743,8,RETAG,Brushed Satin Nickel,barrington-channing-pull-3-3-4-cc-tk743bsn-brushed-satin-nickel,Polished Chrome,barrington-channing-pull-3-3-4-cc-tk743pc-polished-chrome
TPK:TK744,8,RETAG,Polished Chrome,barrington-channing-pull-5-1-16-cc-tk744pc-polished-chrome,Polished Nickel,barrington-channing-pull-5-1-16-cc-tk744pn-polished-nickel
TPK:TK745,8,RETAG,Polished Nickel,barrington-channing-pull-6-5-16-cc-tk745pn-polished-nickel,Honey Bronze,top-knobs-tk745hb-barrington-channing-pull-6-5
TPK:TK75,4,kept,Oil Rubbed Bronze,sanctuary-oval-slot-pull-5-cc-tk75orb-oil-rubbed-bronze,Oil Rubbed Bronze,sanctuary-oval-slot-pull-5-cc-tk75orb-oil-rubbed-bronze
TPK:TK753,6,RETAG,Polished Nickel,barrington-somerdale-pull-3-3-4-cc-tk753pn-polished-nickel,Oil Rubbed Bronze,barrington-somerdale-pull-3-3-4-cc-tk753orb-oil-rubbed-bronze
TPK:TK754,6,RETAG,Polished Nickel,barrington-somerdale-pull-5-1-16-cc-tk754pn-polished-nickel,Oil Rubbed Bronze,barrington-somerdale-pull-5-1-16-cc-tk754orb-oil-rubbed-bronze
TPK:TK755,6,RETAG,Brushed Satin Nickel,barrington-somerdale-pull-6-5-16-cc-tk755bsn-brushed-satin-nickel,Oil Rubbed Bronze,barrington-somerdale-pull-6-5-16-cc-tk755orb-oil-rubbed-bronze
TPK:TK756,6,RETAG,Brushed Satin Nickel,barrington-somerdale-pull-7-9-16-cc-tk756bsn-brushed-satin-nickel,Oil Rubbed Bronze,barrington-somerdale-pull-7-9-16-cc-tk756orb-oil-rubbed-bronze
TPK:TK757,6,RETAG,Brushed Satin Nickel,barrington-somerdale-pull-9-cc-tk757bsn-brushed-satin-nickel,Oil Rubbed Bronze,barrington-somerdale-pull-9-cc-tk757orb-oil-rubbed-bronze
TPK:TK760,8,RETAG,Polished Chrome,barrington-brookline-knob-7-8-tk760pc-polished-chrome,Oil Rubbed Bronze,barrington-brookline-knob-7-8-tk760orb-oil-rubbed-bronze
TPK:TK761,8,kept,Oil Rubbed Bronze,barrington-brookline-knob-1-tk761orb-oil-rubbed-bronze,Oil Rubbed Bronze,barrington-brookline-knob-1-tk761orb-oil-rubbed-bronze
TPK:TK762,8,kept,Oil Rubbed Bronze,barrington-brookline-knob-1-1-8-tk762orb-oil-rubbed-bronze,Oil Rubbed Bronze,barrington-brookline-knob-1-1-8-tk762orb-oil-rubbed-bronze
TPK:TK763,8,RETAG,Polished Nickel,barrington-brookline-pull-3-3-4-cc-tk763pn-polished-nickel,Oil Rubbed Bronze,barrington-brookline-pull-3-3-4-cc-tk763orb-oil-rubbed-bronze
TPK:TK764,8,RETAG,Polished Nickel,barrington-brookline-pull-5-1-16-cc-tk764pn-polished-nickel,Oil Rubbed Bronze,barrington-brookline-pull-5-1-16-cc-tk764orb-oil-rubbed-bronze
TPK:TK765,8,RETAG,Honey Bronze,top-knobs-tk765hb-barrington-brookline-pull-6-5,Oil Rubbed Bronze,barrington-brookline-pull-6-5-16-cc-tk765orb-oil-rubbed-bronze
TPK:TK766,8,RETAG,Brushed Satin Nickel,barrington-brookline-pull-7-9-16-cc-tk766bsn-brushed-satin-nickel,Oil Rubbed Bronze,barrington-brookline-pull-7-9-16-cc-tk766orb-oil-rubbed-bronze
TPK:TK767,8,RETAG,Brushed Satin Nickel,barrington-brookline-pull-9-cc-tk767bsn-brushed-satin-nickel,Oil Rubbed Bronze,barrington-brookline-pull-9-cc-tk767orb-oil-rubbed-bronze
TPK:TK769,8,RETAG,Polished Chrome,barrington-brookline-appliance-pull-12-cc-tk769pc-polished-chrome,Oil Rubbed Bronze,barrington-brookline-appliance-pull-12-cc-tk769orb-oil-rubbed-bronze
TPK:TK772,8,RETAG,Polished Nickel,barrington-channing-cup-pull-2-3-4-cc-tk772pn-polished-nickel,Brushed Satin Nickel,barrington-channing-cup-pull-2-3-4-cc-tk772bsn-brushed-satin-nickel
TPK:TK773,8,RETAG,Polished Nickel,barrington-channing-cup-pull-3-3-4-cc-tk773pn-polished-nickel,Polished Chrome,barrington-channing-cup-pull-3-3-4-cc-tk773pc-polished-chrome
TPK:TK774,8,kept,Polished Nickel,barrington-channing-cup-pull-5-cc-tk774pn-polished-nickel,Polished Nickel,barrington-channing-cup-pull-5-cc-tk774pn-polished-nickel
TPK:TK775,8,RETAG,Polished Nickel,barrington-channing-cup-pull-7-cc-tk775pn-polished-nickel,Honey Bronze,top-knobs-tk775hb-barrington-channing-cup-pull-7-inch-honey-bronze
TPK:TK780,8,RETAG,Honey Bronze,top-knobs-tk780hb-barrington-edgewater-knob-1-5,Oil Rubbed Bronze,barrington-edgewater-knob-1-5-16-tk780orb-oil-rubbed-bronze
TPK:TK781,8,RETAG,Brushed Satin Nickel,barrington-edgewater-knob-1-1-2-tk781bsn-brushed-satin-nickel,Oil Rubbed Bronze,barrington-edgewater-knob-1-1-2-tk781orb-oil-rubbed-bronze
TPK:TK783,8,RETAG,Brushed Satin Nickel,barrington-edgewater-pull-5-1-16-cc-tk783bsn-brushed-satin-nickel,Oil Rubbed Bronze,barrington-edgewater-pull-5-1-16-cc-tk783orb-oil-rubbed-bronze
TPK:TK784,8,RETAG,Polished Chrome,barrington-edgewater-pull-6-5-16-cc-tk784pc-polished-chrome,Oil Rubbed Bronze,barrington-edgewater-pull-6-5-16-cc-tk784orb-oil-rubbed-bronze
TPK:TK785,8,kept,Oil Rubbed Bronze,barrington-edgewater-pull-7-9-16-cc-tk785orb-oil-rubbed-bronze,Oil Rubbed Bronze,barrington-edgewater-pull-7-9-16-cc-tk785orb-oil-rubbed-bronze
TPK:TK786,8,kept,Oil Rubbed Bronze,barrington-edgewater-pull-9-cc-tk786orb-oil-rubbed-bronze,Oil Rubbed Bronze,barrington-edgewater-pull-9-cc-tk786orb-oil-rubbed-bronze
TPK:TK788,8,RETAG,Polished Nickel,barrington-edgewater-appliance-pull-12-cc-tk788pn-polished-nickel,Oil Rubbed Bronze,barrington-edgewater-appliance-pull-12-cc-tk788orb-oil-rubbed-bronze
TPK:TK790,7,RETAG,Polished Nickel,serene-lydia-t-shape-knob-1-3-4-tk790pn-polished-nickel,Oil Rubbed Bronze,serene-lydia-t-shape-knob-1-3-4-tk790orb-oil-rubbed-bronze
TPK:TK791,7,RETAG,Honey Bronze,top-knobs-tk791hb-serene-lydia-knob-1-1,Oil Rubbed Bronze,serene-lydia-knob-1-1-8-tk791orb-oil-rubbed-bronze
TPK:TK792,7,RETAG,Brushed Satin Nickel,serene-lydia-knob-1-1-4-tk792bsn-brushed-satin-nickel,Oil Rubbed Bronze,serene-lydia-knob-1-1-4-tk792orb-oil-rubbed-bronze
TPK:TK793,7,RETAG,Brushed Satin Nickel,serene-lydia-pull-3-3-4-cc-tk793bsn-brushed-satin-nickel,Oil Rubbed Bronze,serene-lydia-pull-3-3-4-cc-tk793orb-oil-rubbed-bronze
TPK:TK794,7,RETAG,Polished Chrome,serene-lydia-pull-5-1-16-cc-tk794pc-polished-chrome,Oil Rubbed Bronze,serene-lydia-pull-5-1-16-cc-tk794orb-oil-rubbed-bronze
TPK:TK795,7,kept,Oil Rubbed Bronze,serene-lydia-pull-6-5-16-cc-tk795orb-oil-rubbed-bronze,Oil Rubbed Bronze,serene-lydia-pull-6-5-16-cc-tk795orb-oil-rubbed-bronze
TPK:TK796,7,kept,Oil Rubbed Bronze,serene-lydia-pull-9-cc-tk796orb-oil-rubbed-bronze,Oil Rubbed Bronze,serene-lydia-pull-9-cc-tk796orb-oil-rubbed-bronze
TPK:TK797,7,RETAG,Polished Nickel,serene-lydia-pull-12-cc-tk797pn-polished-nickel,Oil Rubbed Bronze,serene-lydia-pull-12-cc-tk797orb-oil-rubbed-bronze
